antecedent,consequent,support,confidence
{19 30},{1},0.316,0.559
{1 30},{19},0.31,0.571
{1 19},{30},0.288,0.613
{30},{1 19},0.563,0.314
{19},{1 30},0.54,0.328
{1},{19 30},0.52,0.34
{19 34},{1},0.36,0.565
{1 19},{34},0.288,0.705
{1 34},{19},0.352,0.577
{19},{1 34},0.54,0.377
{34},{1 19},0.641,0.317
{1},{19 34},0.52,0.391
{19 44},{1},0.213,0.549
{1 44},{19},0.2,0.585
{1 19},{44},0.288,0.405
{44},{1 19},0.373,0.313
{19},{1 44},0.54,0.216
{1},{19 44},0.52,0.225
{1 19},{48},0.288,0.513
{19 48},{1},0.268,0.552
{1 48},{19},0.255,0.581
{19},{1 48},0.54,0.274
{1},{19 48},0.52,0.284
{48},{1 19},0.479,0.309
{19 49},{1},0.219,0.54
{1 49},{19},0.205,0.578
{1 19},{49},0.288,0.411
{49},{1 19},0.389,0.305
{19},{1 49},0.54,0.22
{1},{19 49},0.52,0.228
{1 19},{16},0.288,0.556
{16 19},{1},0.286,0.559
{1 16},{19},0.278,0.577
{19},{1 16},0.54,0.297
{1},{16 19},0.52,0.308
{16},{1 19},0.513,0.312
{19 26},{1},0.233,0.537
{1 19},{26},0.288,0.433
{1 26},{19},0.218,0.574
{19},{1 26},0.54,0.231
{26},{1 19},0.412,0.303
{1},{19 26},0.52,0.24
{12 19},{1},0.204,0.563
{1 12},{19},0.201,0.57
{1 19},{12},0.288,0.398
{12},{1 19},0.365,0.314
{19},{1 12},0.54,0.213
{1},{12 19},0.52,0.221
{19 46},{1},0.206,0.545
{1 46},{19},0.202,0.556
{1 19},{46},0.288,0.389
{46},{1 19},0.372,0.301
{19},{1 46},0.54,0.208
{1},{19 46},0.52,0.216
{1 19},{32},0.288,0.438
{19 32},{1},0.226,0.558
{1 32},{19},0.226,0.559
{19},{1 32},0.54,0.234
{1},{19 32},0.52,0.243
{32},{1 19},0.413,0.306
{19 39},{1},0.178,0.598
{1 39},{19},0.175,0.61
{1 19},{39},0.288,0.369
{39},{1 19},0.316,0.337
{19},{1 39},0.54,0.197
{1},{19 39},0.52,0.205
{20 34},{1},0.177,0.619
{1 20},{34},0.154,0.71
{1 34},{20},0.352,0.311
{20},{1 34},0.271,0.404
{34},{1 20},0.641,0.171
{1},{20 34},0.52,0.211
{21 30},{1},0.182,0.568
{1 30},{21},0.31,0.334
{1 21},{30},0.174,0.595
{30},{1 21},0.563,0.184
{21},{1 30},0.307,0.337
{1},{21 30},0.52,0.199
{21 34},{1},0.196,0.604
{1 21},{34},0.174,0.681
{1 34},{21},0.352,0.336
{21},{1 34},0.307,0.386
{34},{1 21},0.641,0.185
{1},{21 34},0.52,0.228
{28 30},{1},0.196,0.583
{1 30},{28},0.31,0.369
{1 28},{30},0.189,0.607
{30},{1 28},0.563,0.203
{28},{1 30},0.342,0.334
{1},{28 30},0.52,0.22
{28 34},{1},0.23,0.575
{1 28},{34},0.189,0.701
{1 34},{28},0.352,0.375
{28},{1 34},0.342,0.386
{34},{1 28},0.641,0.206
{1},{28 34},0.52,0.254
{1 28},{16},0.189,0.554
{16 28},{1},0.188,0.557
{1 16},{28},0.278,0.376
{28},{1 16},0.342,0.305
{1},{16 28},0.52,0.201
{16},{1 28},0.513,0.204
{30 34},{1},0.368,0.58
{1 30},{34},0.31,0.689
{1 34},{30},0.352,0.607
{30},{1 34},0.563,0.379
{34},{1 30},0.641,0.333
{1},{30 34},0.52,0.411
{30 44},{1},0.217,0.542
{1 30},{44},0.31,0.379
{1 44},{30},0.2,0.589
{30},{1 44},0.563,0.209
{44},{1 30},0.373,0.315
{1},{30 44},0.52,0.226
{1 30},{48},0.31,0.507
{30 48},{1},0.282,0.557
{1 48},{30},0.255,0.617
{30},{1 48},0.563,0.279
{1},{30 48},0.52,0.302
{48},{1 30},0.479,0.328
{30 49},{1},0.229,0.555
{1 49},{30},0.205,0.621
{1 30},{49},0.31,0.41
{49},{1 30},0.389,0.327
{30},{1 49},0.563,0.226
{1},{30 49},0.52,0.245
{15 30},{1},0.185,0.562
{1 15},{30},0.158,0.656
{1 30},{15},0.31,0.335
{15},{1 30},0.305,0.34
{30},{1 15},0.563,0.184
{1},{15 30},0.52,0.2
{1 30},{16},0.31,0.532
{16 30},{1},0.29,0.568
{1 16},{30},0.278,0.594
{30},{1 16},0.563,0.293
{1},{16 30},0.52,0.317
{16},{1 30},0.513,0.321
{26 30},{1},0.245,0.557
{1 30},{26},0.31,0.439
{1 26},{30},0.218,0.626
{30},{1 26},0.563,0.242
{26},{1 30},0.412,0.33
{1},{26 30},0.52,0.262
{12 30},{1},0.215,0.575
{1 30},{12},0.31,0.398
{1 12},{30},0.201,0.614
{30},{1 12},0.563,0.219
{12},{1 30},0.365,0.338
{1},{12 30},0.52,0.237
{30 42},{1},0.188,0.543
{1 30},{42},0.31,0.328
{1 42},{30},0.166,0.614
{30},{1 42},0.563,0.181
{42},{1 30},0.317,0.321
{1},{30 42},0.52,0.196
{1 30},{46},0.31,0.413
{30 46},{1},0.226,0.567
{1 46},{30},0.202,0.636
{30},{1 46},0.563,0.227
{1},{30 46},0.52,0.246
{46},{1 30},0.372,0.344
{1 30},{32},0.31,0.456
{30 32},{1},0.245,0.578
{1 32},{30},0.226,0.627
{30},{1 32},0.563,0.251
{1},{30 32},0.52,0.272
{32},{1 30},0.413,0.343
{30 39},{1},0.193,0.581
{1 39},{30},0.175,0.642
{1 30},{39},0.31,0.362
{39},{1 30},0.316,0.355
{30},{1 39},0.563,0.199
{1},{30 39},0.52,0.216
{34 44},{1},0.25,0.559
{1 44},{34},0.2,0.699
{1 34},{44},0.352,0.396
{44},{1 34},0.373,0.374
{34},{1 44},0.641,0.218
{1},{34 44},0.52,0.268
{1 34},{48},0.352,0.507
{34 48},{1},0.316,0.564
{1 48},{34},0.255,0.701
{34},{1 48},0.641,0.279
{1},{34 48},0.52,0.343
{48},{1 34},0.479,0.373
{34 49},{1},0.254,0.549
{1 49},{34},0.205,0.679
{1 34},{49},0.352,0.395
{49},{1 34},0.389,0.358
{34},{1 49},0.641,0.217
{1},{34 49},0.52,0.268
{15 34},{1},0.202,0.535
{1 15},{34},0.158,0.681
{1 34},{15},0.352,0.306
{15},{1 34},0.305,0.353
{34},{1 15},0.641,0.168
{1},{15 34},0.52,0.207
{1 34},{16},0.352,0.534
{16 34},{1},0.332,0.565
{1 16},{34},0.278,0.677
{34},{1 16},0.641,0.293
{1},{16 34},0.52,0.361
{16},{1 34},0.513,0.366
{26 34},{1},0.27,0.553
{1 34},{26},0.352,0.424
{1 26},{34},0.218,0.686
{34},{1 26},0.641,0.233
{26},{1 34},0.412,0.362
{1},{26 34},0.52,0.287
{2 34},{1},0.187,0.598
{1 34},{2},0.352,0.318
{1 2},{34},0.152,0.736
{34},{1 2},0.641,0.174
{2},{1 34},0.273,0.41
{1},{2 34},0.52,0.215
{12 34},{1},0.238,0.593
{1 12},{34},0.201,0.7
{1 34},{12},0.352,0.4
{12},{1 34},0.365,0.385
{34},{1 12},0.641,0.22
{1},{12 34},0.52,0.271
{34 42},{1},0.209,0.553
{1 42},{34},0.166,0.696
{1 34},{42},0.352,0.328
{42},{1 34},0.317,0.364
{34},{1 42},0.641,0.18
{1},{34 42},0.52,0.222
{34 46},{1},0.253,0.574
{1 46},{34},0.202,0.72
{1 34},{46},0.352,0.412
{46},{1 34},0.372,0.39
{34},{1 46},0.641,0.227
{1},{34 46},0.52,0.279
{1 34},{32},0.352,0.463
{32 34},{1},0.277,0.587
{1 32},{34},0.226,0.722
{34},{1 32},0.641,0.254
{1},{32 34},0.52,0.313
{32},{1 34},0.413,0.395
{34 39},{1},0.21,0.568
{1 39},{34},0.175,0.683
{1 34},{39},0.352,0.338
{39},{1 34},0.316,0.377
{34},{1 39},0.641,0.186
{1},{34 39},0.52,0.229
{29 34},{1},0.18,0.558
{1 29},{34},0.148,0.676
{1 34},{29},0.352,0.284
{29},{1 34},0.28,0.357
{34},{1 29},0.641,0.156
{1},{29 34},0.52,0.193
{34 38},{1},0.179,0.603
{1 38},{34},0.151,0.717
{1 34},{38},0.352,0.307
{38},{1 34},0.269,0.402
{34},{1 38},0.641,0.169
{1},{34 38},0.52,0.208
{1 44},{48},0.2,0.515
{44 48},{1},0.186,0.553
{1 48},{44},0.255,0.404
{44},{1 48},0.373,0.275
{1},{44 48},0.52,0.198
{48},{1 44},0.479,0.215
{1 44},{16},0.2,0.547
{16 44},{1},0.196,0.558
{1 16},{44},0.278,0.393
{44},{1 16},0.373,0.292
{1},{16 44},0.52,0.21
{16},{1 44},0.513,0.213
{1 49},{48},0.205,0.498
{48 49},{1},0.191,0.535
{1 48},{49},0.255,0.401
{49},{1 48},0.389,0.263
{1},{48 49},0.52,0.196
{48},{1 49},0.479,0.213
{1 48},{16},0.255,0.541
{16 48},{1},0.248,0.556
{1 16},{48},0.278,0.496
{48},{1 16},0.479,0.288
{1},{16 48},0.52,0.265
{16},{1 48},0.513,0.269
{1 26},{48},0.218,0.508
{26 48},{1},0.205,0.539
{1 48},{26},0.255,0.434
{26},{1 48},0.412,0.268
{1},{26 48},0.52,0.212
{48},{1 26},0.479,0.231
{1 12},{48},0.201,0.511
{12 48},{1},0.182,0.565
{1 48},{12},0.255,0.404
{12},{1 48},0.365,0.281
{1},{12 48},0.52,0.198
{48},{1 12},0.479,0.215
{1 46},{48},0.202,0.517
{46 48},{1},0.19,0.548
{1 48},{46},0.255,0.409
{46},{1 48},0.372,0.28
{1},{46 48},0.52,0.2
{48},{1 46},0.479,0.217
{1 48},{32},0.255,0.444
{32 48},{1},0.205,0.553
{1 32},{48},0.226,0.501
{48},{1 32},0.479,0.236
{1},{32 48},0.52,0.218
{32},{1 48},0.413,0.274
{1 49},{16},0.205,0.56
{16 49},{1},0.212,0.541
{1 16},{49},0.278,0.413
{49},{1 16},0.389,0.295
{1},{16 49},0.52,0.221
{16},{1 49},0.513,0.224
{1 49},{32},0.205,0.489
{32 49},{1},0.173,0.579
{1 32},{49},0.226,0.444
{49},{1 32},0.389,0.258
{1},{32 49},0.52,0.193
{32},{1 49},0.413,0.243
{1 26},{16},0.218,0.571
{16 26},{1},0.222,0.559
{1 16},{26},0.278,0.447
{26},{1 16},0.412,0.301
{1},{16 26},0.52,0.239
{16},{1 26},0.513,0.242
{1 12},{16},0.201,0.589
{12 16},{1},0.201,0.59
{1 16},{12},0.278,0.427
{12},{1 16},0.365,0.324
{1},{12 16},0.52,0.228
{16},{1 12},0.513,0.231
{1 46},{16},0.202,0.553
{16 46},{1},0.197,0.567
{1 16},{46},0.278,0.401
{46},{1 16},0.372,0.299
{1},{16 46},0.52,0.214
{16},{1 46},0.513,0.217
{1 32},{16},0.226,0.55
{16 32},{1},0.224,0.554
{1 16},{32},0.278,0.447
{32},{1 16},0.413,0.301
{1},{16 32},0.52,0.239
{16},{1 32},0.513,0.242
{6 14},{4},0.388,0.423
{4 14},{6},0.289,0.567
{4 6},{14},0.224,0.732
{14},{4 6},0.717,0.229
{6},{4 14},0.528,0.311
{4},{6 14},0.397,0.413
{4 6},{18},0.224,0.744
{6 18},{4},0.382,0.436
{4 18},{6},0.29,0.574
{6},{4 18},0.528,0.316
{4},{6 18},0.397,0.42
{18},{4 6},0.705,0.236
{4 6},{19},0.224,0.592
{6 19},{4},0.298,0.444
{4 19},{6},0.228,0.58
{6},{4 19},0.528,0.251
{4},{6 19},0.397,0.334
{19},{4 6},0.54,0.246
{6 30},{4},0.307,0.458
{4 30},{6},0.242,0.581
{4 6},{30},0.224,0.627
{30},{4 6},0.563,0.249
{6},{4 30},0.528,0.266
{4},{6 30},0.397,0.354
{4 6},{34},0.224,0.703
{6 34},{4},0.352,0.447
{4 34},{6},0.269,0.585
{6},{4 34},0.528,0.299
{4},{6 34},0.397,0.397
{34},{4 6},0.641,0.246
{4 6},{48},0.224,0.499
{6 48},{4},0.256,0.437
{4 48},{6},0.197,0.567
{6},{4 48},0.528,0.212
{4},{6 48},0.397,0.282
{48},{4 6},0.479,0.233
{4 6},{16},0.224,0.535
{6 16},{4},0.278,0.43
{4 16},{6},0.204,0.587
{6},{4 16},0.528,0.227
{4},{6 16},0.397,0.302
{16},{4 6},0.513,0.233
{4 6},{26},0.224,0.45
{6 26},{4},0.222,0.455
{4 26},{6},0.172,0.588
{6},{4 26},0.528,0.191
{4},{6 26},0.397,0.254
{26},{4 6},0.412,0.244
{4 6},{32},0.224,0.455
{6 32},{4},0.234,0.434
{4 32},{6},0.169,0.604
{6},{4 32},0.528,0.193
{4},{6 32},0.397,0.257
{32},{4 6},0.413,0.247
{4 14},{18},0.289,0.761
{14 18},{4},0.527,0.417
{4 18},{14},0.29,0.757
{14},{4 18},0.717,0.307
{4},{14 18},0.397,0.554
{18},{4 14},0.705,0.312
{4 14},{19},0.289,0.598
{14 19},{4},0.399,0.433
{4 19},{14},0.228,0.757
{14},{4 19},0.717,0.241
{4},{14 19},0.397,0.436
{19},{4 14},0.54,0.32
{14 21},{4},0.233,0.436
{4 14},{21},0.289,0.351
{4 21},{14},0.131,0.776
{14},{4 21},0.717,0.142
{21},{4 14},0.307,0.331
{4},{14 21},0.397,0.256
{14 28},{4},0.257,0.403
{4 14},{28},0.289,0.358
{4 28},{14},0.135,0.767
{14},{4 28},0.717,0.144
{28},{4 14},0.342,0.302
{4},{14 28},0.397,0.261
{14 30},{4},0.421,0.437
{4 30},{14},0.242,0.761
{4 14},{30},0.289,0.636
{30},{4 14},0.563,0.326
{14},{4 30},0.717,0.257
{4},{14 30},0.397,0.463
{4 14},{34},0.289,0.694
{14 34},{4},0.475,0.422
{4 34},{14},0.269,0.745
{14},{4 34},0.717,0.28
{4},{14 34},0.397,0.505
{34},{4 14},0.641,0.313
{14 44},{4},0.283,0.429
{4 44},{14},0.157,0.771
{4 14},{44},0.289,0.42
{44},{4 14},0.373,0.326
{14},{4 44},0.717,0.169
{4},{14 44},0.397,0.306
{4 14},{48},0.289,0.514
{14 48},{4},0.356,0.417
{4 48},{14},0.197,0.753
{14},{4 48},0.717,0.207
{4},{14 48},0.397,0.374
{48},{4 14},0.479,0.31
{4 14},{49},0.289,0.42
{14 49},{4},0.289,0.42
{4 49},{14},0.159,0.763
{14},{4 49},0.717,0.169
{4},{14 49},0.397,0.306
{49},{4 14},0.389,0.312
{4 14},{16},0.289,0.53
{14 16},{4},0.38,0.403
{4 16},{14},0.204,0.75
{14},{4 16},0.717,0.214
{4},{14 16},0.397,0.386
{16},{4 14},0.513,0.298
{4 14},{26},0.289,0.448
{14 26},{4},0.305,0.424
{4 26},{14},0.172,0.755
{14},{4 26},0.717,0.181
{4},{14 26},0.397,0.326
{26},{4 14},0.412,0.314
{12 14},{4},0.279,0.432
{4 14},{12},0.289,0.417
{4 12},{14},0.155,0.775
{14},{4 12},0.717,0.168
{12},{4 14},0.365,0.33
{4},{12 14},0.397,0.304
{4 14},{42},0.289,0.353
{14 42},{4},0.234,0.437
{4 42},{14},0.135,0.756
{14},{4 42},0.717,0.142
{4},{14 42},0.397,0.257
{42},{4 14},0.317,0.322
{4 14},{46},0.289,0.417
{14 46},{4},0.279,0.432
{4 46},{14},0.158,0.763
{14},{4 46},0.717,0.168
{4},{14 46},0.397,0.304
{46},{4 14},0.372,0.323
{4 14},{32},0.289,0.431
{14 32},{4},0.299,0.416
{4 32},{14},0.169,0.739
{14},{4 32},0.717,0.174
{4},{14 32},0.397,0.314
{32},{4 14},0.413,0.302
{4 19},{18},0.228,0.759
{4 18},{19},0.29,0.597
{18 19},{4},0.4,0.433
{4},{18 19},0.397,0.437
{19},{4 18},0.54,0.321
{18},{4 19},0.705,0.246
{4 28},{18},0.135,0.75
{18 28},{4},0.244,0.414
{4 18},{28},0.29,0.348
{28},{4 18},0.342,0.295
{4},{18 28},0.397,0.255
{18},{4 28},0.705,0.143
{4 30},{18},0.242,0.714
{18 30},{4},0.397,0.435
{4 18},{30},0.29,0.594
{30},{4 18},0.563,0.306
{4},{18 30},0.397,0.435
{18},{4 30},0.705,0.245
{4 34},{18},0.269,0.76
{18 34},{4},0.466,0.438
{4 18},{34},0.29,0.705
{34},{4 18},0.641,0.319
{4},{18 34},0.397,0.516
{18},{4 34},0.705,0.29
{4 44},{18},0.157,0.754
{18 44},{4},0.271,0.438
{4 18},{44},0.29,0.409
{44},{4 18},0.373,0.318
{4},{18 44},0.397,0.299
{18},{4 44},0.705,0.168
{4 18},{48},0.29,0.511
{4 48},{18},0.197,0.753
{18 48},{4},0.348,0.427
{4},{18 48},0.397,0.374
{18},{4 48},0.705,0.211
{48},{4 18},0.479,0.31
{4 18},{49},0.29,0.408
{4 49},{18},0.159,0.744
{18 49},{4},0.283,0.419
{4},{18 49},0.397,0.299
{18},{4 49},0.705,0.168
{49},{4 18},0.389,0.305
{4 18},{16},0.29,0.529
{4 16},{18},0.204,0.752
{16 18},{4},0.369,0.416
{4},{16 18},0.397,0.387
{18},{4 16},0.705,0.218
{16},{4 18},0.513,0.299
{4 26},{18},0.172,0.761
{4 18},{26},0.29,0.449
{18 26},{4},0.299,0.436
{4},{18 26},0.397,0.329
{26},{4 18},0.412,0.316
{18},{4 26},0.705,0.185
{4 12},{18},0.155,0.788
{12 18},{4},0.273,0.449
{4 18},{12},0.29,0.422
{12},{4 18},0.365,0.335
{4},{12 18},0.397,0.309
{18},{4 12},0.705,0.174
{4 46},{18},0.158,0.77
{18 46},{4},0.28,0.433
{4 18},{46},0.29,0.418
{46},{4 18},0.372,0.326
{4},{18 46},0.397,0.306
{18},{4 46},0.705,0.172
{4 18},{32},0.29,0.437
{4 32},{18},0.169,0.752
{18 32},{4},0.304,0.418
{4},{18 32},0.397,0.32
{18},{4 32},0.705,0.18
{32},{4 18},0.413,0.307
{4 30},{19},0.242,0.577
{19 30},{4},0.316,0.441
{4 19},{30},0.228,0.611
{30},{4 19},0.563,0.248
{4},{19 30},0.397,0.352
{19},{4 30},0.54,0.259
{4 19},{34},0.228,0.705
{4 34},{19},0.269,0.597
{19 34},{4},0.36,0.447
{4},{19 34},0.397,0.405
{19},{4 34},0.54,0.298
{34},{4 19},0.641,0.251
{4 19},{48},0.228,0.507
{4 48},{19},0.197,0.587
{19 48},{4},0.268,0.433
{4},{19 48},0.397,0.292
{19},{4 48},0.54,0.215
{48},{4 19},0.479,0.242
{4 19},{16},0.228,0.541
{4 16},{19},0.204,0.605
{16 19},{4},0.286,0.431
{4},{16 19},0.397,0.311
{19},{4 16},0.54,0.229
{16},{4 19},0.513,0.241
{4 19},{26},0.228,0.461
{4 26},{19},0.172,0.613
{19 26},{4},0.233,0.452
{4},{19 26},0.397,0.265
{19},{4 26},0.54,0.195
{26},{4 19},0.412,0.255
{4 30},{34},0.242,0.692
{30 34},{4},0.368,0.454
{4 34},{30},0.269,0.621
{30},{4 34},0.563,0.297
{4},{30 34},0.397,0.421
{34},{4 30},0.641,0.261
{30 44},{4},0.217,0.462
{4 44},{30},0.157,0.636
{4 30},{44},0.242,0.414
{44},{4 30},0.373,0.268
{30},{4 44},0.563,0.178
{4},{30 44},0.397,0.252
{4 30},{48},0.242,0.508
{30 48},{4},0.282,0.435
{4 48},{30},0.197,0.623
{30},{4 48},0.563,0.218
{4},{30 48},0.397,0.31
{48},{4 30},0.479,0.256
{4 30},{49},0.242,0.428
{30 49},{4},0.229,0.451
{4 49},{30},0.159,0.65
{30},{4 49},0.563,0.184
{4},{30 49},0.397,0.261
{49},{4 30},0.389,0.266
{4 30},{16},0.242,0.523
{16 30},{4},0.29,0.436
{4 16},{30},0.204,0.619
{30},{4 16},0.563,0.225
{4},{16 30},0.397,0.319
{16},{4 30},0.513,0.246
{4 30},{26},0.242,0.457
{26 30},{4},0.245,0.452
{4 26},{30},0.172,0.644
{30},{4 26},0.563,0.196
{4},{26 30},0.397,0.278
{26},{4 30},0.412,0.268
{4 30},{46},0.242,0.417
{30 46},{4},0.226,0.446
{4 46},{30},0.158,0.638
{30},{4 46},0.563,0.179
{4},{30 46},0.397,0.254
{46},{4 30},0.372,0.271
{4 30},{32},0.242,0.43
{30 32},{4},0.245,0.424
{4 32},{30},0.169,0.616
{30},{4 32},0.563,0.184
{4},{30 32},0.397,0.262
{32},{4 30},0.413,0.251
{4 44},{34},0.157,0.693
{34 44},{4},0.25,0.437
{4 34},{44},0.269,0.405
{44},{4 34},0.373,0.292
{4},{34 44},0.397,0.275
{34},{4 44},0.641,0.17
{4 34},{48},0.269,0.518
{4 48},{34},0.197,0.707
{34 48},{4},0.316,0.441
{4},{34 48},0.397,0.352
{34},{4 48},0.641,0.218
{48},{4 34},0.479,0.291
{4 34},{49},0.269,0.418
{4 49},{34},0.159,0.706
{34 49},{4},0.254,0.443
{4},{34 49},0.397,0.283
{34},{4 49},0.641,0.176
{49},{4 34},0.389,0.289
{4 34},{16},0.269,0.528
{4 16},{34},0.204,0.696
{16 34},{4},0.332,0.428
{4},{16 34},0.397,0.358
{34},{4 16},0.641,0.222
{16},{4 34},0.513,0.277
{4 34},{26},0.269,0.445
{26 34},{4},0.27,0.444
{4 26},{34},0.172,0.698
{34},{4 26},0.641,0.187
{4},{26 34},0.397,0.302
{26},{4 34},0.412,0.29
{4 12},{34},0.155,0.672
{12 34},{4},0.238,0.44
{4 34},{12},0.269,0.388
{12},{4 34},0.365,0.286
{4},{12 34},0.397,0.263
{34},{4 12},0.641,0.163
{4 46},{34},0.158,0.721
{34 46},{4},0.253,0.45
{4 34},{46},0.269,0.423
{46},{4 34},0.372,0.306
{4},{34 46},0.397,0.287
{34},{4 46},0.641,0.178
{4 34},{32},0.269,0.441
{4 32},{34},0.169,0.705
{32 34},{4},0.277,0.428
{4},{32 34},0.397,0.299
{34},{4 32},0.641,0.185
{32},{4 34},0.413,0.288
{4 48},{16},0.197,0.521
{4 16},{48},0.204,0.503
{16 48},{4},0.248,0.415
{4},{16 48},0.397,0.259
{48},{4 16},0.479,0.215
{16},{4 48},0.513,0.2
{6 14},{11},0.388,0.278
{11 14},{6},0.199,0.541
{6 11},{14},0.15,0.716
{14},{6 11},0.717,0.15
{6},{11 14},0.528,0.204
{11},{6 14},0.282,0.382
{6 11},{18},0.15,0.743
{6 18},{11},0.382,0.293
{11 18},{6},0.205,0.546
{6},{11 18},0.528,0.212
{11},{6 18},0.282,0.396
{18},{6 11},0.705,0.159
{6 11},{34},0.15,0.698
{6 34},{11},0.352,0.298
{11 34},{6},0.19,0.555
{6},{11 34},0.528,0.199
{11},{6 34},0.282,0.373
{34},{6 11},0.641,0.164
{6 14},{18},0.388,0.747
{14 18},{6},0.527,0.549
{6 18},{14},0.382,0.759
{14},{6 18},0.717,0.404
{6},{14 18},0.528,0.549
{18},{6 14},0.705,0.411
{6 14},{19},0.388,0.569
{14 19},{6},0.399,0.552
{6 19},{14},0.298,0.739
{14},{6 19},0.717,0.308
{6},{14 19},0.528,0.418
{19},{6 14},0.54,0.409
{6 14},{20},0.388,0.308
{14 20},{6},0.205,0.582
{6 20},{14},0.153,0.782
{14},{6 20},0.717,0.167
{6},{14 20},0.528,0.226
{20},{6 14},0.271,0.441
{6 14},{21},0.388,0.353
{14 21},{6},0.233,0.588
{6 21},{14},0.179,0.764
{14},{6 21},0.717,0.191
{6},{14 21},0.528,0.259
{21},{6 14},0.307,0.446
{6 14},{28},0.388,0.385
{14 28},{6},0.257,0.581
{6 28},{14},0.195,0.764
{14},{6 28},0.717,0.208
{6},{14 28},0.528,0.283
{28},{6 14},0.342,0.436
{6 14},{30},0.388,0.605
{14 30},{6},0.421,0.557
{6 30},{14},0.307,0.765
{14},{6 30},0.717,0.327
{6},{14 30},0.528,0.445
{30},{6 14},0.563,0.416
{6 14},{34},0.388,0.684
{14 34},{6},0.475,0.559
{6 34},{14},0.352,0.753
{14},{6 34},0.717,0.37
{6},{14 34},0.528,0.503
{34},{6 14},0.641,0.414
{6 14},{44},0.388,0.401
{14 44},{6},0.283,0.55
{6 44},{14},0.206,0.756
{14},{6 44},0.717,0.217
{6},{14 44},0.528,0.295
{44},{6 14},0.373,0.417
{6 14},{48},0.388,0.5
{14 48},{6},0.356,0.545
{6 48},{14},0.256,0.757
{14},{6 48},0.717,0.27
{6},{14 48},0.528,0.367
{48},{6 14},0.479,0.405
{6 14},{49},0.388,0.423
{14 49},{6},0.289,0.568
{6 49},{14},0.215,0.765
{14},{6 49},0.717,0.229
{6},{14 49},0.528,0.311
{49},{6 14},0.389,0.422
{6 14},{3},0.388,0.258
{3 14},{6},0.175,0.573
{3 6},{14},0.134,0.748
{14},{3 6},0.717,0.14
{6},{3 14},0.528,0.19
{3},{6 14},0.238,0.42
{6 14},{15},0.388,0.311
{14 15},{6},0.221,0.545
{6 15},{14},0.164,0.735
{14},{6 15},0.717,0.168
{6},{14 15},0.528,0.228
{15},{6 14},0.305,0.395
{6 14},{16},0.388,0.538
{14 16},{6},0.38,0.549
{6 16},{14},0.278,0.749
{14},{6 16},0.717,0.291
{6},{14 16},0.528,0.395
{16},{6 14},0.513,0.406
{6 14},{26},0.388,0.43
{14 26},{6},0.305,0.546
{6 26},{14},0.222,0.753
{14},{6 26},0.717,0.233
{6},{14 26},0.528,0.316
{26},{6 14},0.412,0.405
{6 14},{2},0.388,0.306
{2 14},{6},0.202,0.588
{2 6},{14},0.154,0.769
{14},{2 6},0.717,0.166
{6},{2 14},0.528,0.225
{2},{6 14},0.273,0.436
{6 14},{12},0.388,0.399
{12 14},{6},0.279,0.555
{6 12},{14},0.202,0.766
{14},{6 12},0.717,0.216
{6},{12 14},0.528,0.293
{12},{6 14},0.365,0.424
{6 14},{42},0.388,0.329
{14 42},{6},0.234,0.545
{6 42},{14},0.168,0.761
{14},{6 42},0.717,0.178
{6},{14 42},0.528,0.242
{42},{6 14},0.317,0.402
{6 14},{46},0.388,0.404
{14 46},{6},0.279,0.561
{6 46},{14},0.211,0.742
{14},{6 46},0.717,0.218
{6},{14 46},0.528,0.297
{46},{6 14},0.372,0.42
{6 14},{32},0.388,0.445
{14 32},{6},0.299,0.576
{6 32},{14},0.234,0.736
{14},{6 32},0.717,0.241
{6},{14 32},0.528,0.327
{32},{6 14},0.413,0.418
{6 14},{39},0.388,0.332
{14 39},{6},0.234,0.55
{6 39},{14},0.17,0.757
{14},{6 39},0.717,0.18
{6},{14 39},0.528,0.244
{39},{6 14},0.316,0.408
{6 14},{29},0.388,0.305
{14 29},{6},0.201,0.587
{6 29},{14},0.159,0.741
{14},{6 29},0.717,0.165
{6},{14 29},0.528,0.224
{29},{6 14},0.28,0.421
{6 14},{38},0.388,0.293
{14 38},{6},0.204,0.557
{6 38},{14},0.147,0.773
{14},{6 38},0.717,0.159
{6},{14 38},0.528,0.216
{38},{6 14},0.269,0.423
{6 19},{18},0.298,0.744
{6 18},{19},0.382,0.581
{18 19},{6},0.4,0.555
{6},{18 19},0.528,0.421
{19},{6 18},0.54,0.411
{18},{6 19},0.705,0.315
{6 20},{18},0.153,0.762
{6 18},{20},0.382,0.305
{18 20},{6},0.202,0.578
{6},{18 20},0.528,0.221
{20},{6 18},0.271,0.43
{18},{6 20},0.705,0.165
{6 21},{18},0.179,0.75
{6 18},{21},0.382,0.352
{18 21},{6},0.223,0.604
{6},{18 21},0.528,0.255
{21},{6 18},0.307,0.439
{18},{6 21},0.705,0.191
{6 28},{18},0.195,0.733
{6 18},{28},0.382,0.375
{18 28},{6},0.244,0.586
{6},{18 28},0.528,0.271
{28},{6 18},0.342,0.418
{18},{6 28},0.705,0.203
{6 30},{18},0.307,0.723
{18 30},{6},0.397,0.558
{6 18},{30},0.382,0.58
{30},{6 18},0.563,0.393
{6},{18 30},0.528,0.42
{18},{6 30},0.705,0.314
{6 34},{18},0.352,0.743
{6 18},{34},0.382,0.686
{18 34},{6},0.466,0.562
{6},{18 34},0.528,0.497
